Date,Occupancy Index,Room Rate Index,Tourist Demand Index,Airfare Index
22-05-2019,-1055.334,3194.822,-921.792,1132.586
23-05-2019,-1057.251,3088.675,-933.391,1126.749
24-05-2019,-1053.221,2861.282,-916.49,1115.509
25-05-2019,-1032.999,2929.499,-914.634,1090.253
26-05-2019,-1027.425,3140.06,-889.36,1077.425
27-05-2019,-1021.234,3157.432,-909.459,1085.897
28-05-2019,-1023.596,3111.321,-894.861,1098.739
29-05-2019,-1026.743,2753.643,-896.88,1093.615
30-05-2019,-1005.487,2844.93,-861.253,1069.267
31-05-2019,-992.287,2608.329,-879.2,1057.03
01-06-2019,-976.803,2632.119,-866.11,1025.514
02-06-2019,-956.073,2728.833,-844.233,1000.754
03-06-2019,-941.434,2857.405,-820.202,993.755
04-06-2019,-940.914,2806.152,-816.718,996.314
05-06-2019,-934.19,2999.991,-817.382,994.278
06-06-2019,-939.726,2907.88,-807.05,1009.991
07-06-2019,-947.36,3036.342,-811.956,1020.278
08-06-2019,-957.148,2815.479,-835.855,1034.413
09-06-2019,-953.439,3059.843,-826.896,1026.785
10-06-2019,-960.83,3058.942,-824.118,1039.293
11-06-2019,-968.215,3012.824,-819.557,1047.575
12-06-2019,-964.781,3110.988,-836.203,1053.511
13-06-2019,-973.818,3000.968,-868.997,1062.145
14-06-2019,-986.377,3032.047,-862.432,1059.565
15-06-2019,-992.705,3267.875,-845.321,1063.473
16-06-2019,-1002.398,3205.222,-878.151,1080.912
17-06-2019,-1012.014,3065.82,-881.723,1093.771
18-06-2019,-1009.498,2931.642,-895.996,1094.534
19-06-2019,-1002.197,3101.855,-897.616,1074.891
20-06-2019,-1010.592,3161.882,-868.942,1077.201
21-06-2019,-1008.526,3168.17,-882.68,1085.795
22-06-2019,-1022.817,2862.515,-896.355,1097.111
23-06-2019,-1011.496,2857.333,-880.055,1080.15
24-06-2019,-1002.922,2906.983,-871.477,1058.883
25-06-2019,-992.67,2842.279,-867.972,1055.613
26-06-2019,-979.433,3118.567,-854.946,1048.368
27-06-2019,-991.446,3185.318,-868.797,1062.962
28-06-2019,-1004.89,2973.135,-872.904,1082.121
29-06-2019,-1005.503,2809.306,-888.704,1076.761
30-06-2019,-995.394,3050.545,-872.155,1056.563
01-07-2019,-999.898,3115.557,-889.016,1062.956
02-07-2019,-1009.37,2939.716,-883.722,1068.879
03-07-2019,-998.538,3015.696,-867.08,1064.873
04-07-2019,-997.592,2928.353,-893.98,1063.954
05-07-2019,-1002.102,3135.687,-860.759,1053.428
06-07-2019,-1002.365,3191.985,-871.38,1065.16
07-07-2019,-1010.641,3167.595,-872.153,1077.84
08-07-2019,-1013.546,3024.465,-891.709,1087.249
09-07-2019,-1010.495,2897.437,-895.146,1083.117
10-07-2019,-999.052,3085.604,-891.042,1067.354
11-07-2019,-1004.511,2919.195,-885.135,1069.927
12-07-2019,-1000.759,2842.268,-866.824,1061.926
13-07-2019,-989.651,2766.426,-874.791,1046.077
14-07-2019,-978.899,2839.475,-877.564,1030.331
15-07-2019,-973.45,2922.972,-855.252,1021.445
16-07-2019,-968.731,2993.581,-854.402,1025.995
17-07-2019,-972.493,3039.834,-857.697,1032.5
18-07-2019,-976.319,3231.217,-845.418,1046.005
19-07-2019,-993.135,3267.043,-880.067,1070.87
20-07-2019,-1011.583,3125.199,-884.205,1087.438
21-07-2019,-1012.013,3193.633,-894.78,1088.958
22-07-2019,-1017.018,3120.684,-885.662,1094.927
23-07-2019,-1018.912,3030.528,-896.071,1096.186
24-07-2019,-1011.917,2835.134,-907.93,1090.564
25-07-2019,-1004.174,3081.95,-910.305,1065.374
26-07-2019,-1012.766,3099.64,-882.185,1071.996
27-07-2019,-1012.539,3100.727,-892.825,1075.948
28-07-2019,-1019.113,3152.83,-881.933,1077.52
29-07-2019,-1017.434,3014.902,-886.625,1087.355
30-07-2019,-1008.031,2987.411,-886.015,1081.379
31-07-2019,-999.434,3054.305,-882.636,1075.7
01-08-2019,-1005.005,3023.17,-885.581,1074.766
02-08-2019,-1010.832,3271.808,-871.642,1077.812
03-08-2019,-1022.153,3155.046,-902.982,1097.534
04-08-2019,-1022.073,3103.872,-912.955,1103.527
05-08-2019,-1025.003,3132.299,-916.265,1098.02
06-08-2019,-1027.545,3116.912,-939.991,1096.046
07-08-2019,-1033.195,3175.171,-930.38,1093.281
08-08-2019,-1042.517,3159.482,-935.741,1098.148
09-08-2019,-1047.937,2937.759,-924.985,1101.554
10-08-2019,-1039.906,2973.583,-906.185,1082.597
11-08-2019,-1028.592,2878.279,-910.321,1078.969
12-08-2019,-1013.482,3210.573,-903.835,1061.425
13-08-2019,-1025.173,3222.387,-878.168,1081.573
14-08-2019,-1022.258,2937.023,-889.045,1095.76
15-08-2019,-1009.35,2899.598,-880.706,1085.625
16-08-2019,-1001.142,3077.435,-855.755,1072.844
17-08-2019,-998.401,3192.107,-872.502,1077.05
18-08-2019,-1010.34,3024.432,-876.76,1091.019
19-08-2019,-1010.208,2851.693,-876.312,1085.994
20-08-2019,-998.329,2897.23,-876.12,1066.225
21-08-2019,-986.783,2811.42,-871.919,1054.644
22-08-2019,-979.951,2909.674,-857.532,1036.06
23-08-2019,-974.365,3164.208,-869.982,1038.769
24-08-2019,-993.5,3043.681,-889.205,1059.493
25-08-2019,-998.021,3054.102,-881.61,1062.761
26-08-2019,-1004,3009.088,-870.438,1065.256
27-08-2019,-1002.207,3085.927,-896.808,1058.364
28-08-2019,-1009.133,3144.736,-886.864,1066.327
29-08-2019,-1017.167,3099.823,-894.848,1078.892
30-08-2019,-1019.329,2912.753,-890.704,1087.307
31-08-2019,-1008.429,2837.498,-874.927,1070.307
01-09-2019,-988.733,2976.026,-861.738,1058.073
02-09-2019,-983.721,2940.116,-860.156,1061.037
03-09-2019,-978.391,2901.271,-860.729,1053.593
04-09-2019,-979.112,3002.321,-844.563,1042.192
05-09-2019,-978.399,3193.73,-847.459,1049.281
06-09-2019,-990.529,3247.642,-858.289,1062.671
07-09-2019,-1003.919,3272.268,-852.556,1081.466
08-09-2019,-1020.287,2999.485,-886.133,1095.963
09-09-2019,-1013.433,2893.207,-885.935,1090.799
10-09-2019,-1007.006,2977.233,-874.675,1076.615
11-09-2019,-996.645,3074.462,-873.375,1072.925
12-09-2019,-1004.558,3065.175,-855.967,1079.242
13-09-2019,-1002.261,2952.06,-854.299,1078.784
14-09-2019,-996.892,2730.737,-861.255,1070.955
15-09-2019,-982.461,2860.988,-851.819,1050.135
16-09-2019,-970.525,2936.38,-847.847,1041.031
17-09-2019,-968.128,2760.802,-834.65,1041.39
18-09-2019,-953.113,2694.547,-840.569,1026.676
19-09-2019,-943.621,2713.149,-815.376,1012.552
20-09-2019,-937.286,2921.663,-797.236,1002.638
21-09-2019,-936.839,2884.277,-788.938,1013.712
22-09-2019,-937.062,2816.834,-785.307,1015.498
23-09-2019,-925.355,2896.021,-785.907,1013.628
24-09-2019,-926.451,3077.821,-806.906,1019.102
25-09-2019,-943.878,3139.636,-818.231,1029.205
26-09-2019,-961.005,2880.02,-842.047,1042.694
27-09-2019,-965.227,3156.485,-846.865,1036.353
28-09-2019,-983.377,3341.273,-847.514,1054.942
29-09-2019,-999.383,3292.211,-857.637,1085.112
30-09-2019,-1010.056,3209.623,-868.888,1101.858
01-10-2019,-1017.426,3183.413,-871.536,1112.762
02-10-2019,-1019.201,3242.421,-884.701,1111.535
03-10-2019,-1036.337,3210.047,-897.393,1115.786
04-10-2019,-1040.403,3175.476,-910.082,1118.918
05-10-2019,-1045.337,3182.604,-909.437,1120.067
06-10-2019,-1048.313,3027.177,-915.75,1121.546
07-10-2019,-1041.2,3422.898,-917.018,1103.963
08-10-2019,-1056.169,3449.021,-935.294,1131.911
09-10-2019,-1077.788,3010.348,-951.211,1153.94
10-10-2019,-1070.105,2915.917,-927.235,1133.817
11-10-2019,-1045.291,2814.206,-889.392,1107.483
12-10-2019,-1021.437,2877.855,-895.536,1086.569
13-10-2019,-1008.508,2956.309,-890.874,1069.859
14-10-2019,-1002.395,2860.34,-881.735,1061.324
15-10-2019,-991.916,2793.217,-880.731,1051.461
16-10-2019,-978.823,2884.375,-867.721,1036.457
17-10-2019,-972.359,2743.278,-872.786,1033.552
18-10-2019,-967.124,3152.655,-846.536,1019.992
19-10-2019,-977.585,3105.073,-852.629,1043.17
20-10-2019,-987.017,3055.843,-857.786,1055.322
21-10-2019,-988.557,3098.099,-875.115,1059.296
22-10-2019,-992.326,3099.227,-867.995,1067.267
23-10-2019,-996.649,2931.414,-868.734,1076.668
24-10-2019,-991.264,2899.646,-869.082,1064.944
25-10-2019,-985.683,3026.818,-841.352,1056.749
26-10-2019,-989.781,3090.67,-862.79,1063.161
27-10-2019,-998.955,3030.171,-860.916,1070.186
28-10-2019,-998.895,3190.467,-869.678,1070.522
29-10-2019,-1010.709,3140.76,-890.45,1087.658
30-10-2019,-1016.682,2866.7,-890.828,1094.886
31-10-2019,-1002.054,2918.85,-877.263,1069.07
01-11-2019,-997.121,2817.037,-882.817,1059.823
02-11-2019,-992.369,2719.087,-879.596,1045.689
03-11-2019,-977.34,2852.232,-849.394,1025.204
04-11-2019,-964.967,3066.437,-839.897,1026.973
05-11-2019,-969.602,3006.891,-840.118,1041.994
06-11-2019,-971.873,3122.917,-863.032,1045.196
07-11-2019,-987.56,3273.673,-876.463,1062.055
08-11-2019,-1007.878,2994.671,-888.155,1082.62
09-11-2019,-1008.947,3135.042,-892.136,1077.058
10-11-2019,-1014.837,2992.312,-894.357,1081.5
11-11-2019,-1005.683,3078.403,-900.765,1075.093
12-11-2019,-1012.831,2928.06,-901.979,1079.721
13-11-2019,-1005.747,2984.561,-894.67,1070.312
14-11-2019,-1006.146,3087.635,-887.25,1065.284
15-11-2019,-1007.71,3248.503,-890.946,1067.598
16-11-2019,-1025.491,2918.909,-905.755,1079.81
17-11-2019,-1014.884,3223.755,-897.559,1065.261
18-11-2019,-1021.187,3206.268,-911.169,1081.054
19-11-2019,-1023.169,3429.013,-914.064,1091.341
20-11-2019,-1045.738,3273.786,-918.541,1117.736
21-11-2019,-1051.751,3080.009,-923.498,1124.604
22-11-2019,-1042.971,3125.4,-923.956,1115.062
23-11-2019,-1044.557,2952.485,-923.054,1111.808
24-11-2019,-1036.931,3070.067,-897.293,1091.032
25-11-2019,-1031.503,3023.334,-897.415,1088.326
26-11-2019,-1024.245,3019.213,-900.075,1083.803
27-11-2019,-1015.72,3009.363,-904.756,1076.559
28-11-2019,-1013.948,2591.085,-910.855,1075.345
29-11-2019,-990.628,2725.378,-888.275,1039.107
30-11-2019,-983.597,2787.248,-869.027,1024.335
01-12-2019,-969.658,2978.976,-859.171,1020.824
02-12-2019,-970.138,3297.656,-861.604,1025.5
03-12-2019,-988.145,3141.095,-882.897,1060.567
04-12-2019,-998.694,3131.573,-889.893,1073.368
05-12-2019,-1007.846,3108.864,-878.682,1080.11
06-12-2019,-1012.699,3183.726,-871.75,1086.396
07-12-2019,-1020.553,3305.924,-867.189,1090.115
08-12-2019,-1029.592,3400.723,-884.075,1108.044
09-12-2019,-1047.128,3307.817,-914.968,1128.861
10-12-2019,-1061.284,3487.118,-929.922,1134.24
11-12-2019,-1081.112,3249.463,-962.38,1150.935
12-12-2019,-1085.629,2975.85,-961.802,1149.943
13-12-2019,-1069.108,2890.566,-922.611,1128.87
14-12-2019,-1041.325,2887.745,-907.224,1104.096
15-12-2019,-1027.94,2891.456,-901.197,1084.385
16-12-2019,-1013.739,3035.58,-889.43,1067.7
17-12-2019,-1014.216,3106.801,-870.901,1074.293
18-12-2019,-1016.734,2840.289,-880.147,1081.197
19-12-2019,-994.794,3030.67,-871.66,1063.694
20-12-2019,-998.131,3118.272,-860.912,1066.752
21-12-2019,-1006.856,3118.3,-854.959,1073.546
22-12-2019,-1008.718,3195.038,-850.488,1081.938
23-12-2019,-1012.253,3238.986,-873.193,1095.146
24-12-2019,-1018.377,3191.699,-882.364,1107.053
25-12-2019,-1022.637,3135.511,-886.445,1113.805
26-12-2019,-1028.145,3424.625,-900.027,1111.316
27-12-2019,-1051.312,3396.54,-924.34,1130.14
28-12-2019,-1066.87,3277.975,-950.891,1142.65
29-12-2019,-1075.196,3379.471,-958.653,1141.172
30-12-2019,-1087.146,2999.273,-974.019,1152.53
31-12-2019,-1072.485,2868.244,-969.604,1127.958
01-01-2020,-1052.373,2804.458,-935.954,1101.976
02-01-2020,-1033.381,2986.565,-922.099,1075.796
03-01-2020,-1026.046,3176.97,-919.744,1066.919
04-01-2020,-1029.198,3200.622,-910.537,1084.619
05-01-2020,-1033.511,2951.256,-907.626,1091.377
06-01-2020,-1019.318,2664.887,-896.643,1076.309
07-01-2020,-988.296,2841.872,-866.582,1051.642
08-01-2020,-976.37,2943.177,-859.573,1039.628
09-01-2020,-976.997,2926.82,-854.665,1038.171
10-01-2020,-973.929,2747.48,-852.261,1036.192
11-01-2020,-959.535,2822.031,-839.179,1023.101
12-01-2020,-961.992,2879.409,-844.889,1016.13
13-01-2020,-956.229,3013.383,-836.277,1018.026
14-01-2020,-963.907,3145.634,-861.07,1034.535
15-01-2020,-984.723,3319.432,-889.333,1052.26
16-01-2020,-1007.38,2920.177,-894.605,1084.734
17-01-2020,-1003.894,2888.011,-892.525,1072.673
18-01-2020,-1005.129,3065.742,-876.1,1056.535
19-01-2020,-1004.744,2963.4,-880.943,1062.811
20-01-2020,-999.022,2899.087,-870.898,1056.669
21-01-2020,-990.741,3149.333,-847.422,1053.654
22-01-2020,-998.716,3064.116,-853.126,1069.374
23-01-2020,-996.995,2899.329,-857.822,1075.151
24-01-2020,-987.45,3174.194,-850.902,1064.161
25-01-2020,-993.13,3114.601,-879.844,1078.615
26-01-2020,-1005.373,3126.98,-877.463,1079.986
27-01-2020,-1010.919,3255.471,-884.08,1088.126
28-01-2020,-1026.414,3028.834,-899.512,1103.386
29-01-2020,-1026.606,2866.173,-899.177,1092.785
30-01-2020,-1008.509,2842.945,-876.658,1078.409
31-01-2020,-1001.43,3159.483,-859.391,1057.168
01-02-2020,-1004.765,3170.541,-869.553,1074.159
02-02-2020,-1007.05,2975.548,-891.156,1087.26
03-02-2020,-997.376,2834.097,-888.362,1077.984
04-02-2020,-986.719,2943.235,-871.068,1059.453
05-02-2020,-991.674,3049.251,-879.091,1055.148
06-02-2020,-991.911,2823.378,-874.882,1057.991
07-02-2020,-980.292,2859.111,-870.076,1044.63
08-02-2020,-982.67,2880.141,-856.097,1036.244
09-02-2020,-976.877,2869.267,-851.835,1031.739
10-02-2020,-967.72,3057.703,-863.735,1029.18
11-02-2020,-972.834,2952.666,-840.501,1038.701
12-02-2020,-969.101,3317.014,-843.222,1043.499
13-02-2020,-991.417,3277.599,-853.648,1073.137
14-02-2020,-1013.196,3133.834,-865.836,1094.543
15-02-2020,-1018.919,3233.47,-865.566,1092.368
16-02-2020,-1027.457,3296.697,-881.446,1105.045
17-02-2020,-1045.089,3343.948,-906.895,1115.904
18-02-2020,-1054.871,3110.699,-939.58,1127.71
19-02-2020,-1047.034,3110.719,-919.617,1121.284
20-02-2020,-1036.612,3495.009,-930.442,1114.863
21-02-2020,-1056.769,3428.473,-934.566,1146.499
22-02-2020,-1077.01,3271.601,-936.694,1154.589
23-02-2020,-1079.373,3175.919,-938.317,1151.868
24-02-2020,-1074.866,3081.232,-940.886,1140.873
25-02-2020,-1061.899,2821.937,-926.168,1130.623
26-02-2020,-1039.092,2939.794,-919.89,1105.67
27-02-2020,-1027.922,2836.069,-912.265,1091.949
28-02-2020,-1011.146,3092.009,-902.87,1068.199
29-02-2020,-1016.132,2946.832,-897.605,1076.182
01-03-2020,-1006.619,3032.445,-899.828,1065.94
02-03-2020,-1001.524,3156.531,-884.763,1065.674
03-03-2020,-1007.626,3340.58,-869.079,1079.657
04-03-2020,-1025.683,3195.233,-885.775,1102.058
05-03-2020,-1025.133,3014.405,-905.073,1111.63
06-03-2020,-1025.592,2963.797,-895.804,1095.266
07-03-2020,-1021.228,3021.331,-874.96,1086.192
08-03-2020,-1014.925,3002.498,-878.469,1079.523
09-03-2020,-1007.763,3367.428,-876.499,1076.626
10-03-2020,-1024.36,3252.815,-902.427,1103.265
11-03-2020,-1031.469,3278.117,-902.457,1116.622
12-03-2020,-1043.774,3361.266,-896.694,1120.089
13-03-2020,-1052.371,3016.594,-909.262,1136.037
14-03-2020,-1044.18,3010.558,-915.808,1117.532
15-03-2020,-1035.694,3020.925,-929.469,1105.324
16-03-2020,-1031.899,2932.379,-939.15,1090.768
17-03-2020,-1025.473,2838.853,-928.248,1079.769
18-03-2020,-1011.578,3129.359,-892.286,1060.881
19-03-2020,-1015.996,2879.313,-887.563,1074.111
20-03-2020,-1001.783,2979.661,-884.481,1068.181
21-03-2020,-1001.447,2948.158,-869.137,1065.256
22-03-2020,-993.032,2919.138,-860.662,1062.658
23-03-2020,-985.402,3023.307,-865.268,1058.488
24-03-2020,-987.13,2988.361,-846.767,1061.71
25-03-2020,-982.441,3162.841,-854.713,1061.744
26-03-2020,-993.404,3172.604,-848.99,1070.198
27-03-2020,-998.314,3135.652,-877.839,1082.201
28-03-2020,-1005.863,3298.342,-884.616,1085.689
29-03-2020,-1025.328,3435.695,-897.692,1101.741
30-03-2020,-1047.906,3453.135,-918.569,1126.767
31-03-2020,-1067.609,3241.781,-961.725,1145.215
01-04-2020,-1077.737,3106.803,-941.471,1145.62
02-04-2020,-1071.377,2933.1,-939.168,1135.183
03-04-2020,-1057.734,2957.432,-924.18,1113.103
04-04-2020,-1041.575,3257.971,-923.44,1093.911
05-04-2020,-1050.544,3339.919,-914.297,1108.818
06-04-2020,-1060.475,3230.484,-924.899,1128.391
07-04-2020,-1061.533,3245.125,-928.426,1131.436
08-04-2020,-1058.346,3373.033,-923.456,1135.155
09-04-2020,-1065.996,3371.579,-936.413,1145.385
10-04-2020,-1084.155,3310.767,-947.652,1160.961
11-04-2020,-1088.822,2983.806,-953.912,1164.56
12-04-2020,-1072.543,3073.779,-923.591,1137.881
13-04-2020,-1061.112,2977.653,-917.755,1130.163
14-04-2020,-1041.625,3222.3,-925.574,1110.714
15-04-2020,-1042.942,3214.005,-936.925,1119.143
16-04-2020,-1052.282,3034.045,-914.474,1117.224
17-04-2020,-1045.761,3007.454,-916.516,1102.117
18-04-2020,-1040.767,3072.765,-907.848,1095.826
19-04-2020,-1031.073,3041.497,-927.096,1094.724
20-04-2020,-1025.832,2930.557,-910.174,1085.072
21-04-2020,-1014.764,2943.409,-883.461,1070.835
22-04-2020,-1007.695,2859.626,-862.765,1063.051
23-04-2020,-993.356,2870.704,-855.2,1054.563
24-04-2020,-986.495,2998.114,-845.832,1043.609
25-04-2020,-981.09,3099.4,-863.437,1049.252
26-04-2020,-985.377,3146.906,-852.874,1064.153
27-04-2020,-992.023,3150.455,-884.192,1074.615
28-04-2020,-997.571,3142.335,-893.595,1080.023
29-04-2020,-1010.641,3124.748,-898.78,1086.778
30-04-2020,-1017.776,3074.945,-902.269,1094.421
01-05-2020,-1026.823,2925.166,-899.455,1091.515
02-05-2020,-1014.274,3049.11,-887.226,1074.043
03-05-2020,-1015.302,2822.087,-885.957,1075.415
04-05-2020,-996.827,3181.324,-884.166,1052.885
05-05-2020,-1011.316,3179.087,-880.523,1067.198
06-05-2020,-1014.956,3219.131,-889.171,1084.585
07-05-2020,-1025.175,3260.791,-907.346,1098.527
08-05-2020,-1035.475,3049.769,-921.114,1107.723
09-05-2020,-1035.432,2980.123,-912.668,1106.984
10-05-2020,-1023.632,3298.504,-905.485,1096.751
11-05-2020,-1035.766,3121.77,-910.095,1108.685
12-05-2020,-1032.532,3007.795,-907.294,1107.278
13-05-2020,-1025.818,2996.859,-903.3,1094.658
14-05-2020,-1022.446,2848.887,-903.051,1087.849
15-05-2020,-1010.029,3119.503,-901.852,1071.07
16-05-2020,-1014.095,3143.041,-895.26,1078.739
17-05-2020,-1021.66,3073.846,-894.417,1085.178
18-05-2020,-1018.546,3217.253,-894.38,1087.743
19-05-2020,-1026.148,3455.619,-902.561,1100.613
20-05-2020,-1048.86,3265.405,-907.441,1126.836
21-05-2020,-1058.562,3428.621,-919.869,1130.865
22-05-2020,-1074.111,3461.672,-930.744,1146.809
23-05-2020,-1089.344,3420.487,-947.942,1154.133
24-05-2020,-1097.733,3452.656,-959.548,1163.362
25-05-2020,-1107.956,3455.944,-956.205,1173.378
26-05-2020,-1109.404,3018.312,-987.62,1184.631
27-05-2020,-1090.838,2992.294,-984.348,1150.139
28-05-2020,-1080.683,2926.118,-954.279,1130.191
29-05-2020,-1066.471,2815.558,-945,1106.587
30-05-2020,-1044.351,3066.964,-924.584,1079.743
31-05-2020,-1045.745,2843.396,-907.914,1082.166
01-06-2020,-1021.657,2972.597,-905.523,1064.131
02-06-2020,-1009.519,3097.876,-910.036,1063.944
03-06-2020,-1014.459,3189.634,-910.592,1071.662
04-06-2020,-1030.987,3157.724,-907.561,1083.532
05-06-2020,-1035.149,3219.114,-907.375,1094.364
06-06-2020,-1040.021,3338.248,-931.982,1100.01
07-06-2020,-1049.079,3401.441,-929.612,1117.401
08-06-2020,-1065.17,3305.696,-937.938,1137.831
09-06-2020,-1070.879,2829.374,-940.928,1140.481
10-06-2020,-1050.05,2612.715,-912.979,1107.065
11-06-2020,-1012.378,2755.091,-901.417,1061.662
12-06-2020,-998.871,2998.989,-881.891,1042.899
13-06-2020,-998.231,3249.178,-892.376,1047.726
14-06-2020,-1013.539,3074.006,-895.243,1066.243
15-06-2020,-1013.537,3178.984,-871.585,1070.56
16-06-2020,-1014.82,3242.249,-879.899,1088.133
17-06-2020,-1019.158,3253.898,-886.204,1105.768
18-06-2020,-1031.977,3194.58,-892.078,1115.928
19-06-2020,-1036.92,2946.268,-900.975,1123.067
20-06-2020,-1026.369,2999.122,-875.5,1105.268
21-06-2020,-1017.8,2962.341,-864.526,1095.249
22-06-2020,-1006.043,3012.282,-867.28,1080.912
23-06-2020,-1002.727,2988.816,-874.104,1077.838
24-06-2020,-1001.804,3099.599,-863.611,1069.219
25-06-2020,-1000.441,2914.602,-860.164,1072.93
26-06-2020,-990.667,3203.251,-863.647,1068.955
27-06-2020,-1003.95,3073.243,-858.878,1080.34
28-06-2020,-1001.976,2827.391,-851.364,1085.019
29-06-2020,-986.195,3030.365,-845.199,1062.437
30-06-2020,-985.026,3095.817,-839.259,1059.78
01-07-2020,-988.525,3017.514,-850.452,1068.652
02-07-2020,-987.431,3224.754,-880.627,1070.62
03-07-2020,-1007.177,3041.376,-893.03,1084.321
04-07-2020,-1013.197,2962.432,-877.965,1077.123
05-07-2020,-1008.272,2966.865,-866.298,1069.3
06-07-2020,-999.293,3196.673,-865.253,1064.255
07-07-2020,-1009.304,3350.38,-887.8,1075.599
08-07-2020,-1025.419,3387.434,-904.988,1102.618
09-07-2020,-1042.429,3153.602,-928.007,1132.347
10-07-2020,-1052.056,3137.014,-927.82,1119.669
11-07-2020,-1054.356,2921.782,-937.216,1118.688
12-07-2020,-1044.585,3302.534,-903.139,1100.641
13-07-2020,-1046.016,3087.528,-912.822,1115.22
14-07-2020,-1037.604,3197.75,-919.13,1109.152
15-07-2020,-1043.451,3238.65,-924.125,1114.37
16-07-2020,-1051.549,3158.374,-928.225,1121.57
17-07-2020,-1054.358,3150.925,-909.794,1122.2
18-07-2020,-1053.617,3151.216,-919.738,1118.254
19-07-2020,-1045.925,3044.774,-928.313,1112.861
20-07-2020,-1041.964,2924.242,-930.221,1106.285
21-07-2020,-1027.563,2843.924,-917.339,1086.854
22-07-2020,-1012.921,2774.64,-913.932,1066.255
23-07-2020,-1001.394,3195.455,-885.359,1051.685
24-07-2020,-1014.521,3205.506,-886.23,1072.015
25-07-2020,-1018.324,3087.748,-877.572,1085.995
26-07-2020,-1023.7,3013.089,-869.538,1082.108
27-07-2020,-1012.803,2905.971,-875.195,1077.883
28-07-2020,-999.928,2897.899,-880.701,1061.542
29-07-2020,-987.72,2858.542,-875.86,1051.441
30-07-2020,-979.361,3262.061,-867.225,1047.229
31-07-2020,-998.176,3152.849,-867.221,1069.984
01-08-2020,-1005.037,3377.685,-877.652,1082.278
02-08-2020,-1024.548,3440.684,-901.903,1111.779
03-08-2020,-1049.43,3349.983,-908.732,1133.954
04-08-2020,-1061.933,3073.702,-919.771,1138.626
05-08-2020,-1045.731,3107.546,-917.751,1123.015
06-08-2020,-1046.949,3051.825,-920.74,1108.414
07-08-2020,-1051.402,3082.278,-925.627,1103.005
08-08-2020,-1044.907,3024.144,-917.084,1101.562
09-08-2020,-1037.278,3201.417,-910.328,1099.255
10-08-2020,-1037.858,3388.911,-919.925,1111.3
11-08-2020,-1048.986,3429.843,-930.292,1122.779
12-08-2020,-1062.887,3392.332,-923.934,1138.413
13-08-2020,-1071.681,3162.066,-938.949,1147.823
14-08-2020,-1072.623,2954.398,-937.084,1140.194
15-08-2020,-1057.959,3260.166,-936.462,1122.557
16-08-2020,-1063.131,3068.841,-936.784,1129.138
17-08-2020,-1049.671,3021.157,-938.779,1120.308
18-08-2020,-1041.242,2920.863,-905.522,1107.057
19-08-2020,-1022.986,3035.58,-903.137,1096.399
20-08-2020,-1016.644,3209.996,-922.014,1090.554
21-08-2020,-1027.796,3163.417,-916.46,1098.171
22-08-2020,-1033.976,3026.042,-922.981,1101.101
23-08-2020,-1038.098,3024.478,-887.834,1087.85
24-08-2020,-1027.58,2668.654,-888.742,1086.718
25-08-2020,-995.527,2724.465,-864.066,1053.198
26-08-2020,-975.944,2657.955,-875.649,1031.404
27-08-2020,-956.451,2746.64,-847.614,1010.317
28-08-2020,-954.069,2886.418,-828.312,1001.487
29-08-2020,-950.498,2977.041,-828.728,1008.524
30-08-2020,-953.73,2839.597,-831.302,1020.34
31-08-2020,-953.958,3078.121,-823.221,1014.831
01-09-2020,-959.758,3074.608,-841.694,1031.686
02-09-2020,-964.177,3138.124,-827.042,1050.559
03-09-2020,-980.074,3249.218,-862.051,1059.814
04-09-2020,-997.878,3131.333,-886.856,1079.828
05-09-2020,-1014.08,2955.072,-900.161,1080.191
06-09-2020,-1012.156,2942.011,-883.311,1070.556
07-09-2020,-1009.534,3074.257,-885.596,1058.708
08-09-2020,-1007.955,2966.933,-897.176,1066.769
09-09-2020,-1003.425,3211.582,-888.307,1062.932
10-09-2020,-1015.754,3292.419,-904.737,1074.364
11-09-2020,-1030.215,3172.8,-927.337,1096.602
12-09-2020,-1036.241,2915.058,-930.186,1103.984
13-09-2020,-1024.618,2959.267,-894.99,1085.336
14-09-2020,-1014.53,3174.367,-877.092,1080.389
15-09-2020,-1013.735,3192.39,-903.862,1088.216
16-09-2020,-1024.633,3195.686,-880.682,1097.932
17-09-2020,-1030.396,3153.5,-881.316,1103.786
18-09-2020,-1031.531,3260.138,-886.487,1108.301
19-09-2020,-1039.429,3109.09,-909.948,1118.226
20-09-2020,-1041.939,3250.094,-919.897,1112.355
21-09-2020,-1050.115,3218.087,-928.202,1121.826
22-09-2020,-1055.249,3232.775,-951.899,1121.116
23-09-2020,-1061.91,2919.698,-962.718,1122.258
24-09-2020,-1048.998,2889.415,-936.626,1099.989
25-09-2020,-1031.442,2965.288,-912.998,1086.774
26-09-2020,-1024.888,2869.182,-892.482,1077.9
27-09-2020,-1003.097,2987.22,-878.324,1066.346
28-09-2020,-999.174,3124.865,-867.75,1067.362
29-09-2020,-1004.041,3120.11,-851.82,1073.914
30-09-2020,-1003.958,3118.41,-881.488,1082.618
01-10-2020,-1011.731,3071,-889.246,1083.293
02-10-2020,-1013.277,3100.468,-876.556,1082.41
03-10-2020,-1016.27,3203.061,-867.011,1081.16
04-10-2020,-1024.981,3170.471,-882.044,1092.28
05-10-2020,-1026.861,3101.787,-889.328,1097.102
06-10-2020,-1021.998,3034.288,-904.876,1100.704
